uid,data_type,pI,length,molecular_weight,label,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,hydro_total,hydro_mean,charge_Sillero,charge_EMBOSS,charge_DTASelect,charge_Solomon,charge_Rodwell
683b04ac7057e1dc56aac77141c616f3,protein,4.8,357,40060.62,1,23,1,20,30,24,37,11,26,16,34,13,13,18,10,19,19,14,14,2,13,-85.1,-0.238,-12.766,-12.371,-12.383,-13.99,-14.085
1379abaa8d754ab8c5d696d1e477c3f1,peptide,4.06,25,2957.28,1,2,0,3,3,0,0,1,0,1,4,2,0,0,5,1,1,1,1,0,0,-24.8,-0.992,-3.846,-3.778,-3.837,-3.904,-3.993
6f795ec5b59e6b1706c517f8a7d6b553,peptide,10.68,32,3821.69,0,1,1,0,0,1,0,1,3,4,6,1,0,1,3,2,3,2,1,0,2,3.2,0.1,6.128,6.183,6.113,6.038,5.954
f26c1f3669152832d5c800cb450d153d,protein,4.85,315,35919.23,1,20,7,23,21,12,15,9,20,27,32,3,14,20,12,10,13,14,24,6,13,-99.4,-0.316,-5.256,-5.046,-5.073,-6.477,-6.549
e5d85cf6dad0840890d108ce754a7c3c,peptide,11.05,18,2401.73,0,0,0,0,0,1,0,4,1,0,0,3,0,0,8,1,0,0,0,0,0,-32.3,-1.794,1.744,1.937,1.87,1.361,1.273
67352375a78a81dcb37eb8ef2cab9f0e,peptide,4.37,9,1104.23,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,-6.5,-0.722,-1.055,-1.022,-1.086,-1.0,-1.089
4efbcb8f07c4b4fd1d8cf7fafe8dac0a,peptide,4.37,10,1191.35,1,3,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,4.1,0.41,-1.055,-1.022,-1.086,-1.0,-1.089
407b7e1d37527a9c2774801be9fcd94b,peptide,4.21,12,1203.27,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,0,1.4,0.117,-1.057,-1.023,-1.086,-1.001,-1.09
7b234a75222b3eb3a9ac5e77174b06a1,peptide,10.18,24,2659.9,0,2,0,1,0,1,2,1,1,2,2,0,4,1,2,1,3,0,0,0,1,-27.6,-1.15,2.141,2.216,2.149,2.088,2.0
673826688fc5bde6e7bb6644fab82f63,peptide,11.08,31,3514.15,0,4,0,1,1,0,1,1,1,5,5,1,3,1,3,2,1,0,1,0,0,-25.7,-0.829,5.144,5.217,5.149,5.09,5.002
322de7c748e5da393958590b87adfd32,protein,4.9,531,60433.78,1,37,7,31,30,21,39,13,31,24,46,7,36,26,12,26,36,31,26,11,41,-224.9,-0.424,-8.444,-8.089,-8.094,-10.111,-10.19
2177f81e6b305ed683dc7fe8a2b8e1d5,protein,4.5,185,19787.49,1,18,1,15,5,1,14,2,11,12,20,7,12,5,17,4,11,13,14,1,2,-42.4,-0.229,-3.644,-3.56,-3.605,-3.852,-3.94
ef2f4f3987f2a73e09ffabc64a9e9d91,peptide,4.31,17,1930.1,1,0,0,2,1,0,1,0,1,0,4,0,2,0,1,2,3,0,0,0,0,-13.1,-0.771,-1.054,-1.021,-1.083,-0.999,-1.088
29eff8c88ca7d11275d3cca902738135,peptide,4.79,22,2499.85,1,2,0,0,3,1,0,0,2,2,3,0,3,1,2,0,1,1,1,0,0,-7.9,-0.359,-1.051,-1.021,-1.085,-0.997,-1.086
859d9810e7d7432d199fa0de1f699ae5,peptide,4.17,26,2891.16,1,2,0,1,3,0,1,0,1,1,2,1,2,1,0,1,3,4,1,0,2,-17.4,-0.669,-2.051,-2.021,-2.084,-1.998,-2.087
b33d9ad171316abe6fbba67117983a62,peptide,3.3,6,644.72,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1.4,0.233,-1.056,-1.023,-1.088,-1.0,-1.089
829089709272673f6af7e7ab0c2a25e6,protein,4.9,414,48473.63,1,18,7,21,35,23,31,19,18,18,27,15,26,28,15,31,17,18,20,11,16,-313.7,-0.758,-3.206,-2.629,-2.635,-5.541,-5.619
5c84fca1d80e943037a002a6dfad9bba,peptide,4.37,15,1718.93,1,1,0,1,1,0,0,0,2,0,1,0,3,0,0,1,1,0,3,0,1,3.1,0.207,-1.056,-1.023,-1.087,-1.0,-1.089
bb94e4f5145312a3599b2b4da1ac75fe,protein,4.5,485,53154.2,1,50,5,25,22,22,28,14,14,21,69,12,15,25,30,17,32,31,38,7,8,31.3,0.065,-6.22,-5.776,-5.792,-7.918,-7.998
9cfa2e6e82c763b03922e98142b6dee6,peptide,10.53,25,3006.59,0,1,0,1,0,0,0,0,0,5,3,3,2,0,2,1,3,1,1,0,2,-24.1,-0.964,4.938,4.974,4.905,4.995,4.908
121691abba9962f2031b396c06973f75,peptide,10.89,16,1934.18,0,0,0,0,1,2,1,0,0,0,3,0,2,1,2,2,0,2,0,0,0,-12.9,-0.806,0.944,0.977,0.912,1.0,0.911
8a62ddd7676ee0f9e461bdab60676852,peptide,4.31,10,1097.22,1,0,2,2,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,-10.0,-1.0,-1.075,-1.083,-1.147,-1.095,-1.177
59078d37c458c840496c3a4adab31704,protein,4.82,161,17373.84,1,23,2,10,7,2,11,0,10,8,15,5,5,4,4,8,12,12,11,0,12,7.1,0.044,-1.062,-1.079,-1.13,-1.088,-1.174
46553d9ab9e18069c69a7ae60012d329,peptide,10.1,7,756.86,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,-9.8,-1.4,0.94,0.976,0.908,0.997,0.909
50cad962ba5237dd063a91334149bd81,peptide,4.68,12,1409.65,1,1,0,1,2,0,0,0,2,0,1,0,0,1,0,2,0,0,2,0,0,1.9,0.158,-1.052,-1.021,-1.083,-0.998,-1.087
d194822865c300f0e590dcee7f94e502,peptide,3.1,10,1063.13,1,0,0,1,0,0,2,0,1,0,0,0,1,1,1,0,0,1,1,0,1,-6.2,-0.62,-1.059,-1.024,-1.089,-1.002,-1.091
93f682dc56900629d70acf47473a6500,protein,4.0,122,13244.68,1,18,2,4,6,3,8,2,15,3,12,4,4,0,1,6,8,5,14,5,2,107.5,0.881,-0.658,-0.596,-0.652,-0.904,-0.988
6699be1dfc2bfbae82fd39fcf1407c87,peptide,11.38,21,2668.03,0,0,0,1,1,0,0,0,1,2,1,1,1,2,5,3,1,1,0,1,0,-44.7,-2.129,2.944,2.978,2.912,3.0,2.911
6a0297b52c658e50817d3258eea761e2,protein,4.545,538,57572.2,1,59,0,34,53,9,44,2,34,33,43,17,30,15,22,21,24,34,57,1,6,-89.9,-0.167,-32.476,-32.46,-32.431,-32.703,-32.805
e2c6d4144b5cbdc78f5e846512c8533c,protein,4.545,101,11283.87,1,7,0,4,8,4,5,0,1,6,15,3,1,5,8,2,9,10,7,1,5,-17.1,-0.169,-4.037,-4.016,-4.072,-3.989,-4.079
10c066a20079430aaf6328f619e85371,peptide,12.41,24,1908.88,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,2,7,0,1,0,0,-16.9,-0.704,1.941,1.976,1.909,1.998,1.909
9f4caae4c5ca8c024dbd704673468bb0,protein,4.99,444,49670.82,1,30,8,26,36,23,35,10,18,15,32,17,21,20,21,22,26,31,33,4,16,-154.5,-0.348,-23.014,-22.816,-22.809,-24.4,-24.478
800454544e5cbe05ed4d5180a0c4753d,peptide,4.29,19,2303.53,1,3,0,2,3,0,0,0,1,2,1,1,1,0,3,1,0,0,0,1,0,-29.1,-1.532,-2.049,-2.019,-2.08,-1.996,-2.085
27abb84d652c429a0d49c3c53cb1731d,peptide,3.51,12,1530.63,1,0,0,3,1,1,0,0,0,0,1,1,2,0,0,1,0,0,1,0,1,-14.1,-1.175,-3.054,-3.021,-3.082,-2.999,-3.088
85cc497b5c1a32f2b078523c2a77ce1f,peptide,10.89,12,1594.89,0,0,0,1,0,2,0,0,1,0,2,1,0,0,3,2,0,0,0,0,0,-3.4,-0.283,0.942,0.977,0.912,0.998,0.91
64dd36f4f7cd0b191f0b1a84949538ac,protein,3.55,35,3819.16,1,3,0,3,2,1,2,1,0,0,4,0,2,3,3,3,3,2,3,0,0,-25.1,-0.717,-1.849,-1.779,-1.838,-1.905,-1.995
9585bb791caafb3dd91f9aaf6d5c9ce0,protein,4.65,326,35469.27,1,35,5,31,14,12,27,7,19,14,32,8,7,20,7,24,19,22,14,3,6,-85.2,-0.261,-5.64,-5.46,-5.47,-6.562,-6.644
5085386599c8c898fad6126403b2a2aa,peptide,4.37,17,1906.2,1,1,1,1,1,0,1,0,1,0,0,1,0,2,2,1,0,1,3,0,1,-0.8,-0.047,-1.066,-1.054,-1.117,-1.048,-1.134
b0afe7f18bfa8fb28fa16e35f5f96da0,peptide,4.53,10,1124.32,1,0,1,0,2,1,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,5.0,0.5,-1.063,-1.052,-1.117,-1.047,-1.132
6e0a4a2f8f07134f314f0a91691130b2,peptide,4.43,21,2423.67,1,4,0,3,0,1,0,0,1,1,2,0,2,1,1,1,0,2,0,1,1,-12.5,-0.595,-1.058,-1.023,-1.085,-1.001,-1.09
5e0bd2458e3cb7f4874f379967a14c89,peptide,10.6,17,1665.91,0,3,0,0,0,0,2,0,2,2,1,0,2,2,1,0,2,0,0,0,0,-5.7,-0.335,1.94,1.976,1.907,1.997,1.909
03e2e99cb471294317c75a26d1184d3c,peptide,12.11,13,1315.37,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,3,1,0,0,0,0,-20.6,-1.585,2.143,2.217,2.152,2.089,2.001
feb0b98f2b75684addad24ad00f55e1a,peptide,11.49,15,1782.17,0,1,0,0,0,1,0,0,2,1,0,3,3,1,0,1,0,2,0,0,0,-2.6,-0.173,1.94,1.976,1.908,1.997,1.909
82a3642df24b408169331ffd897f9174,protein,4.773333333333333,688,76684.44,1,37,27,41,53,32,61,11,31,37,41,13,34,49,19,26,43,33,54,14,32,-255.0,-0.371,-28.957,-29.141,-29.109,-31.19,-31.213
91bd43f5ae683b80ea757a9c967b9398,protein,4.845000000000001,575,63561.84,1,63,4,39,60,18,36,8,51,35,58,18,17,15,21,31,26,29,35,2,9,-69.2,-0.12,-31.288,-31.131,-31.088,-32.334,-32.427
30c8c8276c59fd9f1efc4b5b586a008a,peptide,4.27,13,1488.72,1,1,0,0,2,0,0,0,2,1,0,1,1,0,2,0,1,0,2,0,0,-1.1,-0.085,-1.053,-1.022,-1.087,-0.999,-1.087
b510c6c06cf2eb11bdf287755eed0150,protein,4.9,338,37905.69,1,26,5,23,22,12,23,5,23,15,33,14,27,16,7,18,9,13,32,5,10,-17.8,-0.053,-11.029,-10.941,-10.955,-11.737,-11.819
dea2474a3124ea3870e83782893cc886,peptide,10.6,9,1022.17,0,0,0,0,0,1,1,0,0,2,1,0,0,0,2,0,2,0,0,0,0,-10.2,-1.133,1.94,1.976,1.907,1.997,1.909
24615954c8eb9400e78d7677d92f8ae6,peptide,11.05,28,2576.81,0,13,0,0,0,1,0,0,0,0,2,0,2,1,1,1,4,3,0,0,0,11.9,0.425,0.941,0.976,0.909,0.998,0.909
0203be90efdd87de6ba09a580c6cc1ac,peptide,3.1,15,1571.85,1,2,0,1,0,0,1,0,1,0,3,1,0,2,0,0,2,1,0,1,0,11.1,0.74,-1.058,-1.023,-1.088,-1.002,-1.09
4f260b8f166b8a35d0dc08ecab32094e,peptide,11.35,23,2873.35,0,0,0,1,3,0,1,0,0,3,1,2,0,2,0,5,2,1,1,1,0,-43.2,-1.878,3.95,3.98,3.916,4.003,3.915
9a800b42bcb30e794e2a0e9c8280c641,peptide,4.25,15,1636.91,1,0,0,0,3,0,1,0,1,1,2,0,1,2,0,0,0,1,3,0,0,2.5,0.167,-2.05,-2.02,-2.084,-1.997,-2.085
994dfa3546da243108e999ff64f5ad22,peptide,3.97,29,3013.23,1,4,0,3,1,0,0,0,0,0,1,0,0,3,3,2,5,3,4,0,0,-16.6,-0.572,-2.053,-2.02,-2.081,-1.998,-2.088
caa4380b0beae658ce5d091b8debd603,protein,4.21,163,18658.01,1,7,3,19,19,5,6,2,12,17,12,4,8,10,7,3,4,10,11,3,1,-116.8,-0.717,-17.616,-17.6,-17.625,-17.917,-18.002
56747cd1aa2088a6ef8d206b4aa2643c,peptide,4.56,23,2458.86,1,0,0,2,1,1,3,0,1,2,3,1,3,1,0,0,1,0,4,0,0,5.0,0.217,-1.055,-1.022,-1.085,-1.0,-1.088
b7137fe8fea11cd17c71b8b98d56e4a0,peptide,3.71,11,1390.55,1,0,0,2,1,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,1,-15.0,-1.364,-2.055,-2.022,-2.085,-2.0,-2.089
11d08a6273b468ed63feed109c865866,peptide,10.1,31,2938.3,0,11,0,0,0,0,4,2,0,1,2,3,2,0,3,0,2,1,0,0,0,1.4,0.045,1.342,1.456,1.389,1.179,1.091
6570531af657c8c594fe3ac9684c00b2,protein,4.86,223,24556.84,1,15,4,10,18,10,22,6,14,10,20,6,15,9,7,7,13,8,18,1,10,-26.8,-0.12,-9.842,-9.684,-9.722,-10.615,-10.696
8f743ef15285a130b698760ec6a8b95b,peptide,12.41,5,597.72,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,-4.6,-0.92,1.941,1.976,1.909,1.998,1.909
315ae64430c7b6f8eb857ae2a6af1367,peptide,10.1,11,1049.25,0,0,0,0,0,0,3,0,1,1,2,1,0,0,0,0,3,0,0,0,0,6.5,0.591,0.94,0.976,0.908,0.997,0.909
595761da795846b306784784d85d6121,peptide,10.4,16,2046.43,0,0,0,0,0,0,1,3,0,1,2,1,0,1,0,1,1,0,2,2,1,-6.0,-0.375,2.542,2.696,2.628,2.269,2.181
65eb49fcd414d5e5d604afe777717584,peptide,10.09,12,1368.56,0,1,0,1,1,0,0,0,1,1,0,0,0,2,0,2,1,1,1,0,0,-14.1,-1.175,0.945,0.978,0.913,1.0,0.911
1a7e778986d19800bccb757d05142d8a,protein,4.6,677,72550.36,1,47,2,43,25,23,74,17,39,19,40,8,56,46,27,25,64,55,32,9,26,-373.2,-0.551,-20.578,-19.959,-19.943,-22.495,-22.593
79050256410081d85e9c80b69f8a6c92,peptide,4.65,19,2119.23,1,1,0,1,2,1,1,1,0,0,1,0,0,0,3,1,3,2,2,0,0,-16.1,-0.847,-1.851,-1.781,-1.843,-1.907,-1.996
b4e8cf95b46071e02e20b4bb8c357797,peptide,4.36,22,2796.01,1,0,0,1,4,0,0,1,2,0,2,0,1,0,5,2,0,3,0,1,0,-37.1,-1.686,-2.845,-2.778,-2.838,-2.903,-2.992
543656aca1e4ee36511c79645c4541ef,peptide,11.49,7,885.08,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,-8.5,-1.214,1.94,1.976,1.908,1.997,1.909
207f0907b197a07f89ac8d3cd9e2cef9,peptide,4.37,17,1837.04,1,3,1,1,1,1,1,0,1,0,2,0,1,0,2,1,1,1,0,0,0,-1.1,-0.065,-1.065,-1.053,-1.116,-1.047,-1.133
0e8db6117a94ad4cc840c152af668757,peptide,4.06,16,1801.97,1,0,0,2,2,0,2,1,0,1,3,0,1,0,0,0,0,1,2,0,1,-7.6,-0.475,-2.852,-2.781,-2.843,-2.907,-2.996
5a60fc1ec9ed8533a80a9b4c7bc649e9,peptide,4.94,11,1209.47,1,1,0,1,0,0,1,1,3,0,1,1,0,0,1,0,0,0,1,0,0,14.6,1.327,-0.857,-0.783,-0.848,-0.911,-0.999
2ddb0a762ed4788e93674bd409e0eeba,peptide,10.89,12,1420.71,0,0,0,1,0,0,1,0,0,0,2,2,0,0,1,2,0,2,1,0,0,-2.2,-0.183,0.942,0.977,0.912,0.998,0.91
580a2a5f8fc8c6daae518cbffdba0687,protein,3.5,413,43840.54,1,64,6,33,8,21,49,7,14,16,25,4,16,18,14,12,19,37,18,15,17,-82.2,-0.199,-11.679,-11.506,-11.523,-12.629,-12.708
de2c485b51a99e6d7b6dca0fdb719bc2,peptide,10.19,15,1862.27,0,1,1,0,0,1,0,1,2,2,2,0,0,0,2,1,0,1,0,0,1,-0.8,-0.053,3.13,3.184,3.116,3.039,2.954
55da4c60fe5c70e91eea81746b748d14,peptide,4.07,11,1143.18,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,2,1,0,0,-5.8,-0.527,-1.854,-1.782,-1.846,-1.909,-1.998
f9b932e9deb9eda291e0b5db387d94c7,protein,11.0,267,28518.06,0,28,11,8,5,10,27,7,12,0,30,4,17,15,12,24,15,9,28,3,2,63.3,0.237,12.259,12.331,12.284,11.124,11.064
f9a97cee9fa0b4d0caedbb90ffd06df8,peptide,4.83,18,2011.18,1,4,0,1,3,0,0,1,0,0,3,0,0,0,1,2,1,2,0,0,0,-13.3,-0.739,-1.848,-1.779,-1.841,-1.905,-1.994
232c75c71fb24e32801e4514d97324c6,protein,4.880000000000001,485,54644.46,1,25,4,26,38,23,29,6,41,31,40,17,26,24,25,14,29,37,30,5,15,-114.5,-0.236,-17.776,-17.654,-17.658,-18.573,-18.658
e86370e3b80acd2e0d0e72b30fa6ea60,protein,4.4,459,51355.02,1,26,10,19,39,17,26,8,29,35,42,12,22,23,15,12,40,23,39,11,11,-72.0,-0.157,-9.435,-9.359,-9.376,-10.68,-10.743
1dbca2329dac2e4a949f3c7ceb0bcb85,peptide,4.08,12,1303.49,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0,0,2,0,1,0,0,-2.1,-0.175,-1.055,-1.022,-1.087,-1.0,-1.089
5fc5afdc605d34bce8996a707e8a6651,protein,4.6,352,39093.72,1,14,3,22,21,23,31,10,19,19,24,7,14,18,9,10,43,17,26,4,18,-100.3,-0.285,-12.019,-11.687,-11.71,-13.198,-13.284
543ad793ad4003e62510bc4ade83f2c3,peptide,3.71,13,1347.44,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,2,1,3,0,0,0.5,0.038,-2.054,-2.021,-2.083,-1.999,-2.088
0218db3784b51f35464179f61c83e52b,peptide,10.32,15,1493.68,0,2,0,1,0,0,1,0,2,3,0,0,0,0,0,0,4,2,0,0,0,-7.6,-0.507,1.941,1.976,1.909,1.997,1.91
e0262065d8e94ca28b4984838b65830c,peptide,12.71,26,2804.42,0,2,0,0,0,0,0,1,3,0,3,0,0,10,0,3,1,2,1,0,0,-2.2,-0.085,3.142,3.216,3.149,3.088,3.0
96a6d03e28f113c39ec8819f086f47de,peptide,10.59,16,1889.19,0,0,0,1,0,1,0,0,1,2,0,0,1,0,3,1,1,1,4,0,0,-7.2,-0.45,1.941,1.976,1.91,1.998,1.91
ec10cf112759cb2b0eb377e98ac8791e,protein,4.4,565,62219.92,1,34,17,16,15,23,38,5,42,11,53,14,36,29,34,20,59,52,30,9,28,19.0,0.034,0.807,0.664,0.628,-0.342,-0.386
79d1fba5cf24fb99d98a0d13160caffc,peptide,4.14,14,1650.82,1,1,1,1,2,0,0,0,2,0,1,0,2,1,0,1,0,1,0,0,1,-8.5,-0.607,-2.063,-2.052,-2.115,-2.046,-2.132
2370cd9e058bf45cfcd77aeb12d0031c,peptide,12.42,13,1581.91,0,0,0,0,0,1,1,0,0,1,2,2,1,0,1,2,1,1,0,0,0,-7.6,-0.585,2.94,2.976,2.908,2.997,2.909
c9b7e8db6d868ca9ed73546ad3ab7b9d,protein,4.87,336,36280.86,1,34,2,26,23,10,28,5,14,21,26,8,15,8,12,14,18,26,36,2,8,-73.3,-0.218,-12.993,-12.844,-12.857,-13.59,-13.68
44f22523be1573481dbd3cea372bde23,peptide,4.45,20,2361.7,1,2,0,1,2,0,0,0,1,0,4,1,0,0,2,2,2,2,0,1,0,-5.2,-0.26,-1.052,-1.021,-1.083,-0.998,-1.087
0c5b4686a3b75aab80710912ac130342,protein,3.85,188,21176.85,1,7,3,8,18,7,16,3,10,17,12,5,10,9,8,5,17,9,12,3,9,-117.3,-0.624,-3.438,-3.376,-3.423,-3.843,-3.925
6dc315abf80c99ef391597e79aeafcd0,peptide,4.65,22,2504.94,1,2,1,1,3,0,0,0,1,3,4,1,1,0,2,0,1,1,1,0,0,-5.8,-0.264,-1.06,-1.051,-1.114,-1.044,-1.13
9bb982a4fc3911a3b611ebc346b1953c,peptide,3.01,10,1032.12,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,6.6,0.66,-2.055,-2.022,-2.086,-2.0,-2.089
1adc03550bc12d2b9399da6d5b9d636b,peptide,12.15,14,1642.99,0,2,0,1,0,0,1,0,0,3,1,1,1,0,0,3,0,0,1,0,0,-19.1,-1.364,4.941,4.976,4.909,4.997,4.91
20e251e1318910d1a485f80709b532a2,peptide,4.03,13,1410.46,1,1,0,2,1,1,1,0,0,0,2,0,1,0,0,1,3,0,0,0,0,-9.1,-0.7,-2.054,-2.021,-2.083,-1.999,-2.088
3e8ed8c84f05db60f305e93043467966,peptide,4.03,16,1700.78,1,1,0,2,1,0,1,0,0,1,0,0,2,4,0,0,1,1,1,0,1,-25.0,-1.562,-2.055,-2.022,-2.085,-2.0,-2.089
d00c7ccb250463fe0e093051c9af251e,peptide,4.75,18,1930.15,1,5,0,0,3,1,1,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0.6,0.033,-1.85,-1.781,-1.845,-1.907,-1.995
1b8175c9ea8478bd78bda474dce7cfdd,peptide,10.09,14,1679.96,0,2,0,1,0,0,0,1,1,1,2,1,0,0,4,1,0,0,0,0,0,-11.5,-0.821,1.142,1.217,1.151,1.089,1.001
01b386065c3f2d61e5463a7369bbc6c7,protein,4.975,168,17835.32,1,22,3,10,7,10,10,1,10,7,15,1,10,6,9,5,10,12,18,0,2,43.0,0.256,-4.861,-4.862,-4.909,-5.037,-5.119
7398cf0c4e1805b6bb6385c9533ca681,protein,4.7,158,15884.63,1,14,3,10,7,5,28,8,8,9,10,1,8,4,3,3,8,15,14,0,0,-25.3,-0.16,-3.454,-3.179,-3.227,-4.399,-4.481
da50f7f9691bc6cac8ff83b772d84478,peptide,3.51,15,1677.83,1,1,0,3,1,0,1,0,1,0,3,0,0,1,0,1,1,1,0,0,1,-5.6,-0.373,-3.054,-3.021,-3.082,-2.999,-3.088
c31e886683fc3d1060f0e0a7cb10c259,peptide,11.49,7,705.77,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,-7.2,-1.029,1.94,1.976,1.908,1.997,1.909
e489704883c5c763ef0ba5e898bbaf50,protein,4.9,266,28327.97,1,29,1,14,16,7,23,9,14,6,27,2,6,14,5,12,25,16,27,3,10,28.9,0.109,-10.21,-9.87,-9.9,-11.199,-11.291
cdbc2a13883f9f93867c2eb219daea15,peptide,11.05,7,948.11,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,-4.3,-0.614,0.941,0.976,0.909,0.998,0.909
44c7c271ad7c1e15c97f6d1bcdae1b9d,peptide,4.45,16,1856.07,1,2,0,1,2,0,0,0,0,1,4,0,1,0,3,1,1,0,0,0,0,-14.9,-0.931,-1.052,-1.021,-1.084,-0.998,-1.087
1cd6f576bbab2e910ad85fa1fcd76533,protein,4.7,196,22169.33,1,8,4,16,17,8,17,1,14,21,15,6,9,6,7,10,11,7,12,1,6,-111.8,-0.57,-1.843,-1.881,-1.918,-2.067,-2.147
94d2a350cfa0439b362fa9f2e40bfa4d,protein,4.8,363,40232.03,1,31,5,19,28,13,30,4,14,33,27,13,14,21,8,14,21,22,25,6,15,-148.7,-0.41,0.773,0.817,0.787,0.171,0.094
fdc9f8dc55a7cda639566fb34c59c6a2,peptide,4.21,16,1627.79,1,0,1,2,0,0,2,0,1,0,1,0,1,3,0,1,2,1,1,0,0,-7.9,-0.494,-1.067,-1.053,-1.116,-1.049,-1.135
a4372aa7b7dfadcb347d3a5ae0078346,peptide,11.64,13,1605.86,0,0,0,0,0,1,0,2,1,2,1,0,1,1,1,1,1,1,0,0,0,-17.7,-1.362,3.342,3.456,3.388,3.179,3.091
00dc5e3402b6b0c5c6e976b4afb06298,peptide,4.51,17,1966.09,1,1,0,2,3,1,1,0,1,2,0,0,1,0,1,1,1,1,1,0,0,-25.4,-1.494,-2.049,-2.019,-2.08,-1.996,-2.085
b9bd59aa348a6a62d41c2860bc1ef899,peptide,3.3,17,1757.89,1,2,1,0,1,1,0,0,1,0,0,0,2,0,1,0,4,2,2,0,0,3.2,0.188,-1.066,-1.054,-1.119,-1.048,-1.134
a9627061c8165c9667f3b35687dca0a8,protein,4.9,109,11941.55,1,12,0,12,11,9,9,1,4,16,8,3,1,2,0,2,7,4,7,0,1,-44.8,-0.411,-4.819,-4.764,-4.81,-4.886,-4.976
f3a2a59deb32694656a7e90f6c084741,peptide,4.68,22,2524.87,1,2,0,1,2,0,0,0,1,1,1,1,0,2,2,1,2,1,3,0,2,-7.6,-0.345,-1.054,-1.023,-1.086,-1.0,-1.089
0e02b7a4ef90be92f64cb955fdbfed3e,peptide,4.37,14,1318.45,1,3,0,1,1,0,2,0,1,1,1,0,0,0,0,0,2,1,1,0,0,3.9,0.279,-1.055,-1.022,-1.087,-1.0,-1.089
021eea8d4e8481182c04cc6db36f11f6,peptide,4.56,26,2900.36,1,2,1,2,1,3,2,0,0,1,4,1,1,1,2,1,1,1,2,0,0,6.7,0.258,-1.064,-1.052,-1.115,-1.047,-1.133
693c7762bf152c58e00ff05e19347899,protein,4.7,644,71957.38,1,29,19,41,41,25,46,31,33,51,40,8,30,39,36,21,50,52,29,7,16,-487.7,-0.757,-3.89,-3.095,-3.087,-8.006,-8.045
63581e04329b2e283b596641607ea3e6,peptide,4.31,23,2739.35,1,1,3,2,1,1,1,0,2,2,3,0,0,0,0,0,0,0,4,3,0,27.9,1.213,-1.085,-1.114,-1.177,-1.143,-1.222
ff8b2a07afd056e3570d225322b9c7d9,protein,4.8,434,47116.91,1,39,1,29,41,17,45,5,35,24,33,8,18,13,14,15,22,28,30,3,14,-86.6,-0.2,-29.931,-29.794,-29.783,-30.51,-30.607
1f6c70cba38b7b6b3b33092ca5de0117,peptide,4.53,14,1483.74,1,2,1,0,2,0,0,0,0,1,3,0,1,2,0,0,1,0,1,0,0,3.3,0.236,-1.063,-1.052,-1.117,-1.047,-1.132
fa9597be734df7e16760c00b96dc59e7,protein,4.2,497,52523.65,1,43,14,27,21,20,56,18,13,8,66,10,11,49,15,18,36,31,23,3,15,-9.0,-0.018,-18.509,-18.094,-18.098,-20.986,-21.043
35cf164f7cd57307b1fb7262f57824c3,peptide,4.63,18,1995.21,1,2,2,3,2,0,2,1,0,3,2,0,0,0,0,0,0,0,0,0,1,-18.3,-1.017,-1.871,-1.842,-1.903,-2.002,-2.085
c59b1afb5db4b5e09cc9a54b531ee099,peptide,10.59,17,2018.28,0,0,0,0,1,1,1,0,0,2,1,1,4,1,2,1,0,1,1,0,0,-26.8,-1.576,1.943,1.977,1.91,1.999,1.911
f5fad95a93457beb0f16bda777621267,peptide,10.1,13,1337.63,0,0,0,0,0,0,2,0,0,1,4,0,1,1,1,0,1,0,2,0,0,9.5,0.731,0.94,0.976,0.908,0.997,0.909
8f7b99f001f66651bc45abaab04cb9ea,peptide,4.53,16,1699.97,1,2,0,0,2,0,3,0,0,0,5,0,0,1,1,1,0,0,0,0,1,3.5,0.219,-1.054,-1.022,-1.087,-0.999,-1.088
ba36f3ea896c1f8753890e384cc08e24,peptide,4.56,20,2402.79,1,1,0,2,2,2,1,0,1,2,3,1,0,0,1,1,1,0,1,0,1,-2.9,-0.145,-1.053,-1.021,-1.084,-0.998,-1.087
